Year,Month,Day,Average Temperature,Average Ozone,Average AOD,Average Dew Point,Average Relative Humidity,Average Pressure,Average Precipitable Water,Max Temperature,Min Temperature,Total GHI,RMM2,MJO Amplitude,time_idx,avg_temp_by_month,avg_humidity_by_month,weather
2000,1,21,0.255555555555556,0.5243902439024388,0.1936758893280633,0.3225806451612905,0.4666666666666664,0.68055555555555,0.3265306122448979,0.2500000000000004,0.244444444444444,0.3631967421735811,0.5160580029477884,0.07147610295781909,20,0.255555555555556,0.4666666666666665,Cloudy
2000,1,22,0.255555555555556,0.3414634146341464,0.1264822134387351,0.185483870967742,0.26388888888888895,0.68055555555555,0.0816326530612245,0.2717391304347827,0.244444444444444,0.6267498091117333,0.508896961395882,0.061238716920318986,21,0.255555555555556,0.263888888888889,Clear
2000,1,23,0.2333333333333334,0.3170731707317074,0.0909090909090909,0.1451612903225807,0.22500000000000003,0.6898148148148167,0.0816326530612245,0.2391304347826088,0.244444444444444,0.4867650801730721,0.5014545400407926,0.07098268041610449,22,0.2333333333333334,0.2250000000000001,Fog
2000,1,24,0.2222222222222223,0.2621951219512195,0.0790513833992094,0.0483870967741935,0.10555555555555578,0.7222222222222214,0.0816326530612245,0.2282608695652173,0.2111111111111112,0.4312802239755663,0.4588977057868957,0.10133948376232417,23,0.2222222222222223,0.1055555555555558,Clear
2000,1,25,0.2444444444444444,0.2378048780487804,0.0118577075098814,0.1370967741935482,0.20277777777777783,0.768518518518519,0.1224489795918367,0.2500000000000004,0.2111111111111112,0.5344871468567066,0.4042489839062662,0.12365893185336747,24,0.2444444444444444,0.2027777777777779,Fog
2000,1,26,0.2000000000000001,0.2987804878048781,0.2608695652173913,0.2661290322580647,0.43611111111111117,0.8888888888888857,0.163265306122449,0.2173913043478261,0.1999999999999997,0.6094426062611352,0.3574818740788161,0.17587571184123557,25,0.2000000000000001,0.4361111111111113,Clear
2000,1,27,0.2111111111111112,0.2987804878048781,0.2964426877470356,0.2096774193548389,0.33611111111111136,0.9861111111111,0.0408163265306122,0.2282608695652173,0.1999999999999997,0.6366759989819293,0.3688531912042757,0.18584601595248657,26,0.2111111111111112,0.3361111111111114,Clear
2000,1,28,0.2444444444444444,0.2560975609756097,0.2529644268774704,0.2983870967741935,0.42222222222222217,0.9305555555555572,0.1020408163265306,0.2717391304347827,0.2333333333333334,0.6388393993382541,0.3778930756747904,0.17565389803807946,27,0.2444444444444444,0.4222222222222223,Clear
2000,1,29,0.3111111111111113,0.2317073170731707,0.1146245059288537,0.2741935483870967,0.32777777777777767,0.8333333333333286,0.0816326530612245,0.3586956521739135,0.2666666666666666,0.6578009671672181,0.3811296878024088,0.14919694349632867,28,0.3111111111111113,0.3277777777777777,Clear
2000,1,30,0.3555555555555556,0.2256097560975609,0.1106719367588932,0.3467741935483872,0.3888888888888889,0.7499999999999929,0.2040816326530612,0.3804347826086953,0.3111111111111109,0.6552557902774243,0.3905358126516696,0.11877676477777867,29,0.3555555555555556,0.388888888888889,Clear
2000,1,31,0.3888888888888888,0.2378048780487804,0.0948616600790514,0.4596774193548387,0.5222222222222223,0.7962962962962905,0.3265306122448979,0.4239130434782607,0.3555555555555552,0.5804275897174854,0.3201342881388735,0.23058223859922314,30,0.3888888888888888,0.5222222222222224,Clear
2000,2,1,0.411111111111111,0.25,0.1146245059288537,0.5322580645161292,0.6250000000000001,0.8194444444444429,0.4081632653061224,0.4347826086956519,0.3777777777777777,0.6390939170272334,0.3196757432744271,0.23235674902447184,31,0.411111111111111,0.6250000000000002,Clear
2000,2,2,0.3999999999999999,0.3048780487804878,0.1185770750988142,0.4274193548387097,0.4638888888888889,0.7361111111111072,0.3265306122448979,0.41304347826087,0.3999999999999999,0.6261135148892848,0.2824308832943768,0.28495830805863115,32,0.3999999999999999,0.463888888888889,Clear
2000,2,3,0.3555555555555556,0.3475609756097562,0.0158102766798419,0.524193548387097,0.6583333333333333,0.6527777777777786,0.3673469387755102,0.3478260869565219,0.3777777777777777,0.36128785950623565,0.3120978427548422,0.24228857523109373,33,0.3555555555555556,0.6583333333333334,Clear
2000,2,4,0.3444444444444445,0.2987804878048781,0.0158102766798419,0.467741935483871,0.5944444444444447,0.6481481481481453,0.2653061224489796,0.3478260869565219,0.3333333333333335,0.6663273097480276,0.2853310306837975,0.2919726037319039,34,0.3444444444444445,0.5944444444444448,Clear
2000,2,5,0.3777777777777777,0.2560975609756097,0.1185770750988142,0.4112903225806452,0.45833333333333337,0.6157407407407334,0.2448979591836734,0.3913043478260869,0.3666666666666667,0.6710358869941462,0.3140823891973975,0.27752075543443805,35,0.3777777777777777,0.4583333333333335,Clear
2000,2,6,0.3555555555555556,0.2317073170731707,0.2845849802371541,0.403225806451613,0.4750000000000002,0.6481481481481453,0.183673469387755,0.3586956521739135,0.3444444444444445,0.5978620514125732,0.3845300659530437,0.18736928829456867,36,0.3555555555555556,0.4750000000000003,Clear
2000,2,7,0.4222222222222225,0.274390243902439,0.1185770750988142,0.4112903225806452,0.4138888888888891,0.7407407407407334,0.3265306122448979,0.4347826086956519,0.3999999999999999,0.5353779587681344,0.4564709910821956,0.17163635211356856,37,0.4222222222222225,0.4138888888888892,Clear
2000,2,8,0.4333333333333331,0.378048780487805,0.158102766798419,0.4435483870967742,0.46944444444444466,0.8101851851851762,0.3265306122448979,0.456521739130435,0.3666666666666667,0.5874268261644184,0.4698804508031978,0.14889364707160507,38,0.4333333333333331,0.4694444444444448,Clear
2000,2,9,0.3777777777777777,0.4329268292682924,0.0711462450592885,0.4919354838709679,0.5944444444444447,0.8194444444444429,0.4489795918367347,0.3586956521739135,0.3777777777777777,0.2822601170781369,0.4696303354225907,0.08120874942283139,39,0.3777777777777777,0.5944444444444448,Cloudy
2000,2,10,0.3777777777777777,0.3963414634146343,0.0513833992094861,0.4516129032258067,0.5277777777777778,0.7361111111111072,0.3877551020408162,0.4239130434782607,0.3444444444444445,0.6337490455586664,0.4981018029150351,0.04469774474210749,40,0.3777777777777777,0.5277777777777779,Clear
2000,2,11,0.3888888888888888,0.3475609756097562,0.067193675889328,0.403225806451613,0.44722222222222247,0.6898148148148167,0.3061224489795918,0.4021739130434785,0.3888888888888888,0.6936879613133113,0.5203605830070419,0.10631218708409908,41,0.3888888888888888,0.4472222222222226,Clear
2000,2,12,0.3777777777777777,0.3170731707317074,0.0079051383399209,0.435483870967742,0.4944444444444441,0.7037037037037024,0.3265306122448979,0.4021739130434785,0.3666666666666667,0.6972512089590227,0.5089103604341287,0.08134681719826528,42,0.3777777777777777,0.4944444444444442,Clear
2000,2,13,0.3666666666666667,0.3292682926829269,0.0711462450592885,0.4516129032258067,0.5444444444444448,0.6990740740740762,0.3469387755102041,0.41304347826087,0.2999999999999998,0.5721557648256554,0.488226711727136,0.06334368464414719,43,0.3666666666666667,0.544444444444445,Clear
2000,2,14,0.3999999999999999,0.3475609756097562,0.158102766798419,0.4919354838709679,0.5638888888888888,0.7175925925925881,0.4897959183673468,0.4239130434782607,0.3777777777777777,0.5982438279460423,0.3959609343596003,0.14887780322852248,44,0.3999999999999999,0.5638888888888889,Clear
2000,2,15,0.3777777777777777,0.3719512195121952,0.1383399209486165,0.524193548387097,0.6361111111111112,0.7083333333333286,0.510204081632653,0.3804347826086953,0.3888888888888888,0.6767625349961822,0.3447676755646205,0.21837342580101934,45,0.3777777777777777,0.6361111111111113,Clear
2000,2,16,0.3777777777777777,0.4634146341463412,0.1027667984189723,0.5080645161290325,0.6166666666666668,0.7361111111111072,0.4897959183673468,0.41304347826087,0.3666666666666667,0.4083736319674217,0.3217600381128198,0.22854969987234383,46,0.3777777777777777,0.6166666666666669,Partly Cloudy
2000,2,17,0.3777777777777777,0.4390243902439021,0.1383399209486165,0.5564516129032258,0.691666666666667,0.80555555555555,0.3265306122448979,0.41304347826087,0.3555555555555552,0.687197760244337,0.2896455209992704,0.27271101735579834,47,0.3777777777777777,0.6916666666666671,Clear
2000,2,18,0.3555555555555556,0.3841463414634147,0.075098814229249,0.5322580645161292,0.6888888888888888,0.8842592592592595,0.2653061224489796,0.3804347826086953,0.3444444444444445,0.7275388139475694,0.2564977891586892,0.32684716576281303,48,0.3555555555555556,0.6888888888888889,Clear
2000,2,19,0.3111111111111113,0.3841463414634147,0.067193675889328,0.4838709677419355,0.65,0.8888888888888857,0.163265306122449,0.3478260869565219,0.2888888888888887,0.744209722575719,0.3293692030549807,0.26090509085312297,49,0.3111111111111113,0.6500000000000001,Clear
2000,2,20,0.3111111111111113,0.3963414634146343,0.1462450592885375,0.3387096774193547,0.43055555555555547,0.8796296296296262,0.0612244897959183,0.3478260869565219,0.2666666666666666,0.6751081700178163,0.3651669669043755,0.31520646790942747,50,0.3111111111111113,0.4305555555555556,Clear
2000,2,21,0.3333333333333335,0.3963414634146343,0.1027667984189723,0.4596774193548387,0.5888888888888891,0.8425925925925881,0.2040816326530612,0.3152173913043481,0.3555555555555552,0.6773988292186307,0.4053432386964224,0.33417154807927346,51,0.3333333333333335,0.5888888888888892,Clear
2000,2,22,0.3666666666666667,0.4695121951219509,0.2015810276679842,0.3790322580645162,0.42777777777777787,0.8796296296296262,0.163265306122449,0.3804347826086953,0.3666666666666667,0.6911427844235175,0.4104720927808959,0.3576362796845716,52,0.3666666666666667,0.427777777777778,Clear
2000,2,23,0.411111111111111,0.4878048780487802,0.1699604743083004,0.3225806451612905,0.30833333333333346,0.875,0.1224489795918367,0.41304347826087,0.3888888888888888,0.5090353779587682,0.4124253748008754,0.36968439064579495,53,0.411111111111111,0.3083333333333335,Partly Cloudy
2000,2,24,0.3555555555555556,0.4756097560975607,0.2015810276679842,0.3225806451612905,0.35277777777777775,0.8657407407407334,0.1428571428571429,0.3586956521739135,0.3666666666666667,0.6597098498345635,0.4061888668879989,0.33979158556127936,54,0.3555555555555556,0.3527777777777778,Clear
2000,2,25,0.3555555555555556,0.4756097560975607,0.1857707509881423,0.4112903225806452,0.488888888888889,0.8564814814814738,0.2040816326530612,0.3804347826086953,0.3333333333333335,0.7201578009671673,0.4172907144664949,0.31656903841452916,55,0.3555555555555556,0.4888888888888891,Clear
2000,2,26,0.3999999999999999,0.5121951219512193,0.1462450592885375,0.5322580645161292,0.6333333333333334,0.8379629629629619,0.2653061224489796,0.4239130434782607,0.3666666666666667,0.5842453550521761,0.3833777486638181,0.3259712275809619,56,0.3999999999999999,0.6333333333333335,Partly Cloudy
2000,2,27,0.411111111111111,0.4817073170731705,0.1225296442687747,0.5161290322580645,0.5888888888888891,0.824074074074062,0.2244897959183673,0.4347826086956519,0.3888888888888888,0.7691524560956987,0.3954904792389346,0.20598354051044324,57,0.411111111111111,0.5888888888888892,Clear
2000,2,28,0.4444444444444446,0.4756097560975607,0.1620553359683794,0.3951612903225805,0.36944444444444435,0.8194444444444429,0.1224489795918367,0.4673913043478261,0.411111111111111,0.6478747772970221,0.4055993092051392,0.16287470688890296,58,0.4444444444444446,0.3694444444444444,Clear
2000,3,1,0.4333333333333331,0.4390243902439021,0.1699604743083004,0.435483870967742,0.44166666666666676,0.7962962962962905,0.2040816326530612,0.4456521739130434,0.411111111111111,0.5744464240264698,0.3892688591463323,0.27917304192733555,59,0.4333333333333331,0.4416666666666669,Clear
2000,3,2,0.4222222222222225,0.4329268292682924,0.1462450592885375,0.435483870967742,0.45833333333333337,0.8472222222222143,0.2040816326530612,0.456521739130435,0.3999999999999999,0.5886994146093154,0.4164971936458783,0.26176971200420074,60,0.4222222222222225,0.4583333333333335,Partly Cloudy
2000,3,3,0.4333333333333331,0.4085365853658533,0.150197628458498,0.4516129032258067,0.46944444444444466,0.8194444444444429,0.183673469387755,0.4673913043478261,0.3888888888888888,0.7031051158055486,0.4592490583453676,0.29614406127493126,61,0.4333333333333331,0.4694444444444448,Clear
2000,3,4,0.4555555555555552,0.378048780487805,0.1699604743083004,0.3951612903225805,0.36111111111111105,0.7546296296296191,0.183673469387755,0.4782608695652173,0.3999999999999999,0.7870959531687453,0.4741577215679852,0.22470190940943194,62,0.4555555555555552,0.3611111111111111,Clear
2000,3,5,0.4444444444444446,0.3414634146341464,0.1146245059288537,0.435483870967742,0.4333333333333334,0.8148148148148167,0.2040816326530612,0.4673913043478261,0.422222222222222,0.8070755917536269,0.5309145587994462,0.17653209962608526,63,0.4444444444444446,0.4333333333333335,Clear
2000,3,6,0.3888888888888888,0.3536585365853659,0.0948616600790514,0.4112903225806452,0.4555555555555556,0.8611111111111072,0.1428571428571429,0.41304347826087,0.3555555555555552,0.8171290404683126,0.5596718724411558,0.18947199261224223,64,0.3888888888888888,0.4555555555555557,Clear
2000,3,7,0.3888888888888888,0.4268292682926826,0.1027667984189723,0.3951612903225805,0.43055555555555547,0.8287037037037024,0.163265306122449,0.4239130434782607,0.3555555555555552,0.5236701450750828,0.642001518557668,0.28589988501896724,65,0.3888888888888888,0.4305555555555556,Partly Cloudy
2000,3,8,0.3777777777777777,0.4756097560975607,0.1027667984189723,0.2580645161290322,0.24444444444444463,0.768518518518519,0.1224489795918367,0.4239130434782607,0.3444444444444445,0.8321455841180962,0.6508806145692209,0.30015029016866895,66,0.3777777777777777,0.2444444444444447,Clear
2000,3,9,0.3555555555555556,0.5060975609756095,0.0632411067193676,0.3870967741935485,0.4444444444444443,0.7037037037037024,0.3265306122448979,0.4021739130434785,0.2999999999999998,0.682234665309239,0.5936101475382989,0.21456184983658194,67,0.3555555555555556,0.4444444444444444,Clear
2000,3,10,0.3777777777777777,0.4268292682926826,0.1146245059288537,0.4112903225806452,0.4555555555555556,0.7175925925925881,0.4693877551020408,0.41304347826087,0.3333333333333335,0.7802239755663019,0.5946418734833032,0.21139081781391175,68,0.3777777777777777,0.4555555555555557,Clear
2000,3,11,0.4333333333333331,0.3597560975609757,0.2292490118577075,0.435483870967742,0.44722222222222247,0.7824074074074048,0.4693877551020408,0.456521739130435,0.3999999999999999,0.6561466021888521,0.5918846491685151,0.19915484414185214,69,0.4333333333333331,0.4472222222222226,Clear
2000,3,12,0.4444444444444446,0.3963414634146343,0.1699604743083004,0.5,0.525,0.7824074074074048,0.4489795918367347,0.4782608695652173,0.4333333333333331,0.8022397556630186,0.5881344072414357,0.19008311227399885,70,0.4444444444444446,0.5250000000000001,Clear
2000,3,13,0.4222222222222225,0.4573170731707314,0.1541501976284585,0.5161290322580645,0.5722222222222225,0.6944444444444358,0.4285714285714285,0.4891304347826084,0.3666666666666667,0.5300330872995673,0.5660959668894876,0.16473296334187387,71,0.4222222222222225,0.5722222222222226,Partly Cloudy
2000,3,14,0.4444444444444446,0.4207317073170729,0.1620553359683794,0.4758064516129032,0.4972222222222223,0.7222222222222214,0.3877551020408162,0.456521739130435,0.3999999999999999,0.787223212013235,0.545293215620301,0.12060559695073918,72,0.4444444444444446,0.4972222222222224,Clear
2000,3,15,0.4444444444444446,0.402439024390244,0.1304347826086956,0.5483870967741937,0.602777777777778,0.7638888888888857,0.3265306122448979,0.5,0.3888888888888888,0.5741919063374905,0.5502985007964983,0.12389658949960607,73,0.4444444444444446,0.6027777777777781,Clear
2000,3,16,0.4666666666666668,0.3963414634146343,0.1304347826086956,0.4516129032258067,0.44166666666666676,0.8425925925925881,0.2244897959183673,0.4891304347826084,0.4333333333333331,0.8540341053703233,0.5123836889041075,0.08760739862203828,74,0.4666666666666668,0.4416666666666669,Clear
2000,3,17,0.4444444444444446,0.4207317073170729,0.1699604743083004,0.4274193548387097,0.41944444444444456,0.8379629629629619,0.2040816326530612,0.4673913043478261,0.4333333333333331,0.7724611860524306,0.4866218047015735,0.026719509655690594,75,0.4444444444444446,0.4194444444444447,Clear
2000,3,18,0.4222222222222225,0.4817073170731705,0.2964426877470356,0.4516129032258067,0.4722222222222222,0.8379629629629619,0.2448979591836734,0.456521739130435,0.411111111111111,0.7653346907610079,0.5316217302624722,0.09556100784949247,76,0.4222222222222225,0.4722222222222223,Clear
2000,3,19,0.3999999999999999,0.4634146341463412,0.3478260869565217,0.3790322580645162,0.3944444444444445,0.8703703703703596,0.1224489795918367,0.4239130434782607,0.3888888888888888,0.8589972003054213,0.4950751090532834,0.042121988538111194,77,0.3999999999999999,0.3944444444444446,Clear
2000,3,20,0.3777777777777777,0.5487804878048779,0.2964426877470356,0.3387096774193547,0.36388888888888904,0.8287037037037024,0.163265306122449,0.4021739130434785,0.3555555555555552,0.6210231611096971,0.4688680790245499,0.10436792119725127,78,0.3777777777777777,0.3638888888888891,Cloudy
2000,3,21,0.3888888888888888,0.7195121951219514,0.2608695652173913,0.3951612903225805,0.4333333333333334,0.8564814814814738,0.183673469387755,0.41304347826087,0.3555555555555552,0.7356833799949097,0.4606946656939957,0.17794446506658937,79,0.3888888888888888,0.4333333333333335,Clear
2000,3,22,0.3777777777777777,0.6463414634146343,0.2727272727272727,0.3467741935483872,0.3777777777777779,0.8935185185185119,0.163265306122449,0.4021739130434785,0.3555555555555552,0.8178925935352508,0.4628801977102532,0.25202574850841525,80,0.3777777777777777,0.377777777777778,Clear
2000,3,23,0.3666666666666667,0.5487804878048779,0.2490118577075099,0.403225806451613,0.4666666666666664,0.8796296296296262,0.2448979591836734,0.3804347826086953,0.3555555555555552,0.7988037668617969,0.4640220935252869,0.3122255620037481,81,0.3666666666666667,0.4666666666666665,Clear
2000,3,24,0.411111111111111,0.5243902439024388,0.1818181818181818,0.4112903225806452,0.4388888888888888,0.8194444444444429,0.2653061224489796,0.456521739130435,0.3777777777777777,0.6542377195215068,0.4253167383763342,0.33822078168994946,82,0.411111111111111,0.4388888888888889,Partly Cloudy
2000,3,25,0.3666666666666667,0.5426829268292681,0.1106719367588932,0.435483870967742,0.5222222222222223,0.7453703703703738,0.3061224489795918,0.4347826086956519,0.3333333333333335,0.6567828964113006,0.385933987404904,0.32104152897612553,83,0.3666666666666667,0.5222222222222224,Partly Cloudy
2000,3,26,0.3888888888888888,0.5548780487804876,0.2490118577075099,0.4919354838709679,0.5805555555555558,0.7731481481481453,0.510204081632653,0.4021739130434785,0.3666666666666667,0.5332145584118096,0.3978010689454956,0.2735507410391749,84,0.3888888888888888,0.5805555555555559,Cloudy
2000,3,27,0.3888888888888888,0.5609756097560974,0.3043478260869565,0.524193548387097,0.6277777777777779,0.8194444444444429,0.4489795918367347,0.3804347826086953,0.3999999999999999,0.7109951641639094,0.3950527773228721,0.23904964102378384,85,0.3888888888888888,0.627777777777778,Clear
2000,3,28,0.3888888888888888,0.5365853658536583,0.2608695652173913,0.4516129032258067,0.513888888888889,0.7546296296296191,0.3265306122448979,0.4239130434782607,0.3777777777777777,0.6625095444133368,0.4070136521311914,0.24030583143961676,86,0.3888888888888888,0.5138888888888891,Partly Cloudy
2000,3,29,0.3999999999999999,0.4573170731707314,0.2371541501976284,0.467741935483871,0.5333333333333333,0.6018518518518476,0.3877551020408162,0.4347826086956519,0.3666666666666667,0.27398829218630694,0.4434769015468445,0.22029505762632065,87,0.3999999999999999,0.5333333333333334,Partly Cloudy
2000,3,30,0.3444444444444445,0.5243902439024388,0.2332015810276679,0.5403225806451613,0.7111111111111114,0.55555555555555,0.4081632653061224,0.4021739130434785,0.2777777777777781,0.575209977093408,0.4534383420923342,0.15956787049695337,88,0.3444444444444445,0.7111111111111115,Partly Cloudy
2000,3,31,0.1777777777777776,0.5914634146341462,0.383399209486166,0.2500000000000002,0.4333333333333334,0.7916666666666643,0.2653061224489796,0.1630434782608696,0.1999999999999997,0.6514380249427335,0.4227709211094403,0.16874145564176607,89,0.1777777777777776,0.4333333333333335,Partly Cloudy
2000,4,1,0.2000000000000001,0.5426829268292681,0.517786561264822,0.306451612903226,0.4944444444444441,0.8935185185185119,0.3061224489795918,0.206521739130435,0.1777777777777776,0.8189106642911683,0.3851196236359034,0.18676043203896678,90,0.2000000000000001,0.4944444444444442,Clear
2000,4,2,0.3000000000000002,0.5304878048780486,0.75098814229249,0.4758064516129032,0.65,0.8935185185185119,0.4285714285714285,0.3152173913043481,0.2888888888888887,0.6054975820819547,0.3770027840223912,0.15302209989769397,91,0.3000000000000002,0.6500000000000001,Partly Cloudy
2000,4,3,0.3222222222222224,0.5060975609756095,0.8142292490118577,0.467741935483871,0.6194444444444441,0.8981481481481453,0.3877551020408162,0.304347826086957,0.3333333333333335,0.39195724102825147,0.3899120129821792,0.11991978488587897,92,0.3222222222222224,0.6194444444444442,Partly Cloudy
2000,4,4,0.3000000000000002,0.5426829268292681,0.8142292490118577,0.370967741935484,0.4833333333333335,0.9444444444444428,0.2653061224489796,0.2826086956521738,0.3222222222222224,0.5461949605497582,0.4165954532596882,0.08972594678279439,93,0.3000000000000002,0.4833333333333336,Partly Cloudy
2000,4,5,0.3222222222222224,0.6158536585365855,0.5968379446640316,0.2661290322580647,0.30833333333333346,0.9027777777777716,0.163265306122449,0.3260869565217388,0.3111111111111109,0.4596589462967676,0.4507436466226979,0.07835006744950339,94,0.3222222222222224,0.3083333333333335,Partly Cloudy
2000,4,6,0.3333333333333335,0.628048780487805,0.3992094861660079,0.314516129032258,0.37222222222222234,0.7777777777777715,0.2244897959183673,0.3478260869565219,0.3222222222222224,0.5449223721048613,0.5050782354955411,0.09296940780241368,95,0.3333333333333335,0.3722222222222224,Partly Cloudy
2000,4,7,0.2777777777777781,0.6585365853658538,0.2490118577075099,0.282258064516129,0.3861111111111112,0.6527777777777786,0.2653061224489796,0.3260869565217388,0.244444444444444,0.9138457622804785,0.5285637719781446,0.09044797334612908,96,0.2777777777777781,0.3861111111111113,Clear
2000,4,8,0.1777777777777776,0.6707317073170733,0.3359683794466403,0.2661290322580647,0.45833333333333337,0.6898148148148167,0.2040816326530612,0.1739130434782607,0.1555555555555554,0.6717994400610843,0.5626241272015364,0.14404316768218148,97,0.1777777777777776,0.4583333333333335,Partly Cloudy
2000,4,9,0.1444444444444448,0.6707317073170733,0.2924901185770751,0.2338709677419355,0.45000000000000007,0.80555555555555,0.2244897959183673,0.1413043478260873,0.1333333333333328,0.5482311020615933,0.555238279563489,0.13946656043747108,98,0.1444444444444448,0.4500000000000002,Partly Cloudy
